Unnamed: 0,index,claim_id,patent_application_id,cited_document_id,text,text_b,label,date,DIznQ_0
1693353.0,1693353.0,9823_1,EP2768064A1,EP2533344,The electrolyte composition according to claim 1 to 4 wherein the at least one compound of formula I is selected from compounds of formula I with R1 is selected from F C1C6 alkyl C2C6 alkenyl C2C6 alkinyl C5C7 cycloalkyl and phenyl wherein alkyl alkenyl alkinyl cycloalkyl and phenyl may be substituted by one or more A F C1C4 alkyl phenyl andor C1C4 alkyl substituted by one or more F R2 is selected from H F C1C6 alkyl C2C6 alkenyl C2C6 alkinyl C5C7 cycloalkyl and phenyl wherein alkyl alkenyl alkinyl cycloalkyl and phenyl may be substituted by one or more A F C1C4 alkyl phenyl andor C1C4 alkyl substituted by one or more F wherein R1 and R2 may form a 5 or 6membered saturated or unsaturated hydrocarbon cycleR3 is selected from H and C1C6 alkyl wherein alkyl may be substituted by one or more F andor A A is selected from OSO2R4 OCOOR5 and OCOCOOR6 R4 R5 and R6 are selected from C1C6 alkyl C2C6 alkenyl C2C6 alkinyl C5C7 cycloalkyl and phenyl wherein alkyl alkenyl alkinyl cycloalkyl and phenyl may be substituted by one or more OSO2R7 OCOOR8 OCOCOOR9 F C1C4 alkyl phenyl andor C1C4 alkyl substituted by one or more F and R7 R8 and R9 are selected from C1C6 alkyl.,As the positive electrode active material for the lithium secondary battery usable is a complex metal oxide with lithium that contains at least one selected from cobalt manganese and nickel.One kind of these positive electrode active materials can be used alone or two or more kinds of them can be used in combination.The lithium complex metal oxide includes for example LiCoO2 LiMn2O4 LiNiO2 LiCo1xNixO2 0.01ltxlt1 LiCo13Ni13Mn13O2 LiNi12Mn32O4 LiCO0.98Mg0.02O2 etc.Combinations of LiCoO2 and LiMn2O4 LiCoO2 and LiNiO2 LiMn2O4 and LiNiO2 are acceptable herein.,1.0,20140820.0,0.2203287220111294
1987640.0,1987640.0,65751_1,EP2811363A1,EP2474878,A method comprising at a device 101 comprising at least one orientation sensor 135 a memory 122 storing one or more carryingcase insertion signatures 140 and a processor 120 receiving output at the processor 120 from the at least one orientation sensor 135 as a function of time and the processor 120 placing the device 101 in a carrying case mode a timedependent pattern in the output matches the one or more carryingcase insertion signatures 140.,In some embodiments two or more different modes could be selected according to two or more orientations of the portable electronic device 200 within the holster 230.For example when the portable electronic device 200 is in the first orientation as shown in Figures 5 and 6 the device 200 may be in a first low power mode wherein substantially all of the components may be depowered e.g.including the display 206 the communication subsystem 104 the keypad 220 etc..This may greatly increase the battery life for a particular charge and may be useful as longlasting low power mode.However when in a second orientation e.g.as shown in Figure 7 the device may be in a second low power mode where it is desirable that only some of the components are unpowered while other components are powered e.g.the display 206 may be turned off but the communication subsystem 104 may be kept powered so that emails or voice communications can still be received.,1.0,20141210.0,0.022748959187744
2650911.0,2650911.0,102739_1,EP2889792A1,EP1863240,The method of claim 8 wherein comparing the regular expression to the address of the website to be identified comprises extracting a Uniform Resource Locator URL information of a host from the address determining whether there is any interference character in the URL information of the host in the event that there is interference character in the URL information deleting the interference character from the URL information of the host to generate a keyword in the event that there is no interference character in the URL information using the URL information of the host as the keyword and comparing the regular expression to the keyword.,The particular methods performed by the system for detecting phishing attempts comprise steps which are described below with reference to a series of flow charts.The flow charts illustrate an embodiment in which the methods constitute computer programs made up of computerexecutable instructions.Describing the methods by reference to a flowchart enables one skilled in the art to develop software programs including such instructions to carry out the methods on computing systems.The language used to write such programs can be procedural such as Fortran or object based such as C.One skilled in the art will realize that variations orcombinations of these steps can be made without departing from the scope of the disclosure herein.,1.0,20150701.0,0.9998691953332147
4588751.0,4588751.0,104654_0,EP3108955A1,EP2962746,,In accordance with an embodiment block A is present in the copolymer in an amount of about 20 to about 50 mol and block B is present in an amount of about 50 to about 80 mol.Preferably block A is present in an amount of about 40 to about 55 mol and block B is present in an amount of about 40 to about 60 mol.,0.0,20161228.0,0.9233226565509821
4726994.0,4726994.0,132564_0,EP3117759A1,EP2965683,The endoscope system according to claim 11 wherein the specific calculation is to calculate a signal ratio of an image signal obtained by capturing an image of the observation target illuminated with the second light to an image signal obtained by capturing an image of the observation target illuminated with the third light out of the second image signal obtained by performing the second preliminary imaging.,The blue laser light 2 that is the primary light included in the second illuminating light P2 causes the image noise in the special light observation as described above.,0.0,20170118.0,0.012926867230865224
190955.0,190955.0,1432_0,EP2508307A1,EP1769879,The robot system according to claim 11 wherein said laser emitting portion is so formed as to be moved by said robot on the basis of a first coordinate system based on said robot and said control portion is so formed as to determine whether or not said worked position is located in said working range on the basis of a second coordinate system based on said laser emitting portion different from said first coordinate system regardless of whether or not said laser emitting portion is moving and control said laser emitting portion to emit said laser beam if said worked position is located in said working range.,By converting the coordinates using the matrix equation described previously both the change in the position and the change in the focal distance can be taken into account so as to accurately align the laser beam 100 with the predetermined laser irradiation position.Also the amount by which the distance from the current position to the welding point has changed with respect to the original focal distance position specified in the teaching data can be known based on the difference between the coordinate system St of the laser processing head 3 corresponding to the command value sent to the robot 1 and the coordinate system St of the laser processing head 3 corresponding to the current position of the laser processing head 3.Therefore when the laser beam adjustment is not calculated by converting the coordinates using the matrix equation as described above the focal distance can be adjusted by calculating the focal distance in such a manner as to take into account the amount by which the focal distance has changed.In such a case the lens movement command value SLt for adjusting the focal distance is sent as a command to the laser processing head 3 and the focusing lens 122 is moved in accordance with the command to adjust the focal distance.,0.0,20121010.0,0.7271887690941415
1526173.0,1526173.0,47265_1,EP2743797A1,EP2428864,The graphics presentation apparatus according to claim 6 wherein in response to the trigger signal TR the eye tracking module 120 is configured to generate the control signal S sothat the data output module 1020 produces the visual content VC with such orientation CO of at least one part 410 of the visual content VC that a misalignment between the orientation CO of said at least one part 410 and the orientation EO of the at least one eye of the user is minimized.,Camera functionality of the device 10 or camera 14 see Figure 1 may be enabled by the following components.One or more solid state image sensors 108 are built into the device 10 and each may be located at a focal plane of an optical system that includes a respective lens 110.An optical image of a scene within the cameras field of view is formed on the image sensor 108 and the sensor 108 responds by capturing the scene in the form of a digital image or picture consisting of pixels that will then be stored in memory 104.The image sensor 108 may include a solid state image sensor chip with several options available for controlling how an image is captured.,1.0,20140618.0,0.4033436339223846
523540.0,523540.0,35458_1,EP2570393A1,EP1127853,A method as defined in claim 1 wherein the determining a time t2 step comprises determining a time t2 in the at least one monitored parison forming cycle at which an upper part of the mold has been filled with glass from the glass gob.,Figures 2 and 3 show two graphs as a function of time t and relative to an example production cycle.Figure 2 shows test curves A B and C relative to pressure Pa pressure Pb and the travel of punch 17 respectively and a test curve A relative to pressure Pa and as an alternative to curve A.,1.0,20130320.0,0.1709888028119142
4609443.0,4609443.0,129249_0,EP3109417A1,EP2559914,The gear system as recited in any preceding claim wherein the carrier 66 has a larger outer diameter than a pitch diameter of the ring gear 68.,As shown in Fig.4 the outer portion 35b of the baffle unit 35 is formed to have a hollow center.The inner space of the baffle unit 35 communicates with the backward collection opening 55 and the forward collection opening 63 and acts as a collection chamber 65 which provisionally stores the lubricating oil OL that is collected through these collection openings 55 and 63.An opening of the collection chamber 65 at the rear end in the axial direction is fully sealed by the back plate 21.Meanwhile an opening of the collection chamber 65 at the front end in the axial direction acts an axial directional outlet 67 for discharging the lubricating oil OL from the collection chamber65 to the outside of the baffle unit 35 in the axial direction.The axial directional outlet 67 is partially blocked by a weir 69.,0.0,20161228.0,0.523363662165966
3675251.0,3675251.0,168337_0,EP3009068A1,EP2732758,The apparatus of claim 3 wherein the anaerobic threshold extractor is further configured to perform one of transmitting a control signal to an exercise equipment used by the user to gradually increase the exercise load to the thresholdexercise load informing a user to gradually increase an exercise load to the threshold exercise load using any one or any combination of a visual interface an acoustic interface and a haptic interface extracting a frequency of the EMG signal at predetermined time intervals and extracting the anaerobic threshold based on a change in the frequency.,The gradual increase in exercise intensity evaluating unit 710 may estimate an amount of activity based on the heart rate detected by the heart rate detecting unit 708 and may monitor an exercise intensity based on the estimated amount of activity.The amount of activity and the heart rate increase in proportion to an exercise intensity of exercise being performed by the user.,0.0,20160420.0,0.20712416236340025
4927313.0,4927313.0,142415_1,EP3139414A1,EP2911206,The solar cell module of claim 12 wherein the interconnector is disposed to extend between the first solar cell and the second solar cell in the first direction.,More specifically as shown in FIGS.1 and 4 in each of the first and second solarcells C1 and C2 the plurality of first conductive lines P1 may be connected to the plurality of first electrodes C141 at crossings of the plurality of first electrodes C141 and the plurality of first conductive lines P1 using the conductive adhesive CA and the plurality of second conductive lines P2 may be connected to the plurality of second electrodes C142 at crossings of the plurality of second electrodes C142 and the plurality of second conductive lines P2 using the conductive adhesive CA.,1.0,20170308.0,0.4758683468514443
790796.0,790796.0,23322_1,EP2617320A1,EP1980375,A handle portion 3 according to one of claims 6 or 7 wherein the processor unit 8 is arranged such that during operation of the handle portion 3 it compares a capacitance x of a capacitor formed by a first electrode 6 6 11 and a second electrode 9 21 to a threshold value z.,As described above control device 16 is responsive to both of the sensing electrodes being in contact with the body of the user.Depending upon the operating conditions of the device or the sensitivity of the comparator control device 16 may also be responsive to other conditions.In particular if a user is holding the shaving device and is therefore in contact with one of the electrodes it may be sufficient to bring the other electrode close to but not touching his or her body.The proximity of the other electrode to the body is sufficient in this case for an additional capacitance to appear between lines 612 and 66 and so cause the above described change in the signals on line 612.The sensitivity of the comparator or other circuit proximity can be set to determine the approximate distance from the body at which this effect will occur.This may for instance be set to be approximately 10 mm.,1.0,20130724.0,0.06510807311907418
2824071.0,2824071.0,116110_1,EP2910756A1,EP2511504,The method of any one of the preceding claims wherein modifying step 620 the temporal opening of the at least one air inlet valve 16 andor of the at least one exhaust outlet valve 18 comprises varying the beginning time IVO OVO the end time IVC OVC andor the duration of the opening time of the inlet valve 16 andor of the outlet valve 18.,Still according to a further characteristic of the invention the engine further comprisesmeans for sensing the engine load and a third electronic module adapted to statically calculate with an open loop procedure by means of previously memorised experimental maps as a function of the signals indicating the rotation speed of the engine and the engine load a second correction regarding the amount of air taken in by one cylinder with respect to the other which should be implemented so as to obtain torques produced by the various cylinders substantially identical to each other and a fourth electronic module which receives the correction signals from said second module and from said third module and processes them to emit a signal indicating a variation of the crank angle value corresponding to the opening of the intake valve for each cylinder of the engine.,1.0,20150826.0,0.6217807913365833
1048294.0,1048294.0,52813_0,EP2666749A1,EP2395043,An apparatus for manufacturing a graphene powder comprising an agitator 200 comprising a first vessel 250 comprising an inlet 220 through which a graphene solution 140 in which graphene particles 130 are dispersed in a solvent 120 is injected and an outlet and a filter 300 comprising a second vessel 340 connected to the first vessel and separating the solvent from the graphene particles.,Although both thermoset polymers as well as thermoplastic polymers can be used as the matrix of the polymer composition the preference is given to the use of a semi crystalline or amorphous thermoplastic polymer.,0.0,20131127.0,0.36893821554548334
2846939.0,2846939.0,110083_0,EP2913183A1,EP2653299,Machine 10 according to claim 2 characterised in that said means for cyclically arranging adhesive labels 20 are configured to arrange said labels on the bottom of said strip 11 advancing in a rectilinear manner.,FIG.5 is a crosssection view of a ply according to a second embodiment.The second embodiment only differs from the first embodiment in that the sheet is corrugated or embossed in such a way that the two flat longitudinal edge portions more precisely the longitudinal axis LX of said edge portions are symmetrically positioned at half the thickness of the resulting ply 5.,0.0,20150902.0,0.5124429573095576
2762861.0,2762861.0,83938_0,EP2905682A1,EP2602697,The display device of claim 6 wherein the plurality of data lines include a unit data line including p number of first data lines of a first subset of the first data lines q number of the second data lines and p number of first data lines of a second subset of the first data lines which are sequentially arranged.,The driving electrodes 112 include groups of sub driving electrodes 1120 each group forming one driving electrode by an electrical connection between these sub driving electrodes in an inactive area A.Herein the inactive area A may be formed at an upperportion or lower portion of the panel 100 corresponding to an area where the display driver IC 120 is disposed.For example in order to configure one driving electrode a plurality of driving electrode lines 1122 may electrically connect a group of the sub driving electrodes 1120 either in the inactive area outside the display driver IC 120 as illustrated in FIGs.1 and 2 or electrically connected inside the display driver IC 120 as illustrated in FIGs.3 and 4.Such groups of sub driving electrodes 1120 are also noted as the TX Groups 1 to m.,0.0,20150812.0,0.725373327776931
2636869.0,2636869.0,44209_0,EP2889632A1,EP2426854,Apparatus as in any claim hereinbefore characterized in that said remote station 12 comprises a control unit 28.,The data fed from the lower tier of the Home Energy Gateway application layer 530 is fed down to the drivers for the hardware layer 540 which sends instructions to each plug socket 250.,0.0,20150701.0,0.0699640167849036
1975746.0,1975746.0,65176_1,EP2808685A1,EP2284546,A method for calibrating a packaged device 100 200 372 490 650 1300 that includes one or more transducers 210 220 230 the method performed by the packaged device and comprising the steps of receiving 812 914 a first calibration command from an external calibration controller 310 through an interface 284 and executing 812 914 first code in response to receiving the first calibration command wherein executing the first code includes generating 812 914 1004 1006 1104 1106 1112 1116 1201 1204 first transducer data from a transducer of the one or more transducers calculating 818 calibration coefficients using the first transducer data and storing 818 the calibration coefficients within a memory 282 of the device.,Next in step 608 an indication that the accelerometer 164 has been tested and calibrated is then stored in nonvolatile memory of the handheld electronic device 101.The indication could be a bit value recognized by other testing software for the device 101or any other suitable data representation.The indication may be used by other testing software to confirm that the accelerometer 164 has been tested and calibrated for example as part of a larger set of testing after the production of the device 101.In other embodiments the storing of an indication that the accelerometer 164 has been tested and calibrated could be omitted.,1.0,20141203.0,0.9507780252724326
4399815.0,4399815.0,126724_1,EP3091764A1,EP1761021,A computerimplemented method 620 615 for processing of call detail records CDRs in a mobile digital cellular telecommunication system 514 comprising a network component 505 506 507 508 configured to generate the CDRs a real time event driven rating system 501 502 and a batch processing system 512 the real time event driven rating system comprising a rating component having an interface for inputting the CDRs 501a 502a and being configured for rating an inputted CDR the method comprising the following steps performed by the real time event driven rating system in response to receiving of a CDR from the network component for a telecommunication service provided to a user 511 510forwarding the received CDR to the batch processing system 608 if the received CDR is related to a postpaid account of the user 606 andperforming the following steps if the received CDR is related to a prepaid account of the user 600 o inputting the received CDR into the rating component for determining a charge amount for the received CDR 601 o adding to the received CDR the determined charge amount 700 o after the adding to the received CDR the determined charge amount forwarding the received CDR to the batch processing system 701 and o charging the prepaid account by the charge amount 602 and the method further comprising the following steps performed by the batch processing systemreceiving the forwarded CDR 710 andstoring the received CDR 711 in a database 509the method further comprising the following steps performed by the batch processing system in response to receiving a rating request 705 to rate the prepaid account in the time interval specified in the rating requestquerying the database for retrieval of CDRs related to the prepaid account and their respective charge amounts which were received in said time interval 706calculate a preliminary overall charge amount of the retrieved CDRs related to the prepaid account 712modify the retrieved CDRs related to the prepaid account according to rating rules related to the prepaid account 707generating an event record related to the prepaid account the event record related to the prepaid account comprising the modified CDRs related to the prepaid account and the preliminary overall charge amount 708 andsending the event record related to the prepaid account to the real time event driven rating system 709 the method further comprising the following steps performed by the real time event driven rating system in response to receiving the event record related to the prepaid account from the batch processing systeminputting the modified CDRs comprised in the received event record related to the prepaid account into the rating component for determining a final overall charge amount for the modified CDRs comprised in the event record related to the prepaid account 702updating a remaining credit of an account balance of the prepaid account according to a difference between the preliminary and the final overall charge amount 703 andsending a billing message related to the prepaid account to the batch processing system comprising the final overall charge amount 704.,Figure 1 shows a convergent telecommunications architecture 100 which integrates a telecommunications support architecture 102 and a prepaid architecture 104.The support architecture 102 generally includes systems which implement or support telecommunications products or services.The support architecture 102 may be a Business Support System BSS for telecommunications including billing customer care and other support systems traditionally included in a BSS.It is not necessary that the support architecture 102 adhere to any traditional implementation of a BSS however.Instead the support architecture 102 may vary widely in implementation and functionality.The prepaid architecture 104 generally includes systems which implement or support prepaid customer accounts and may be implemented as an external adjunct rating system.Each architecture 102 and 104 may vary widely in implementation and functionality however and examples are given below.The convergent architecture 100 interacts with a mediation system 106 which in turn communicates with the network infrastructure 108.,1.0,20161109.0,0.17817775952769643
301446.0,301446.0,4629_0,EP2528307A1,EP1939470,The mobile device of claim 10 wherein the spring includes a base portion 186 and a tab portion arranged substantially perpendicular to said base portion and including a pair of tabs 188 each defining a pinhole for receiving a corresponding one of the pins.,The connection body 320 slidably turns and advancesretreats with the circular arc outer peripheral surface 29a see fig.33 contacting the circular arc face 66a of the lid side guide body 360a see Fig.32 and thus can advancesretreats without being caught.In particular when the slide stabilizing guide 91 a see Fig.32 arranged on the lid side guide cover 380a and the stabilizing groove 34a see Fig.34 arranged on the connection body 320 engage a more stable slide turn can be realized and a smooth advancementretreatment can be reliably realized.,0.0,20121128.0,0.7778161818740388
820692.0,820692.0,84420_1,EP2624598A1,EP2400734,A computer program comprising executable code suitable for controlling operation of a radio device in accordance with a method of claim 14 when executed by a processor of the radio device.,In operation the terminal A may indicate after the network attach phase in a message requesting to activate the PDP context in the network an access point name APN for selectionof a reference point to a certain external network 8.The SGSN 5 may send a PDP context creation request to the GGSN 7 selected e.g.according to the access point name given by the terminal A or to a default GGSN known by the SGSN 5.Subsequently the PDP context is activated by allocating a PDP context data structure in the SGSN 5 that is used by the terminal A and the GGSN 7 serving the subscribers access point.The data structure contains an IP address of the terminal A the IMSI of the terminal A and tunnel IDs at both the SGSN 5 and the GGSN 7.The tunnel ID is a number allocated by the GGSN 7 which identifies the data related to a particular PDP context.,1.0,20130807.0,0.0011031790483095882
499775.0,499775.0,82970_1,EP2566145A1,EP1998524,The method of any one of claims 1 to 3 further comprising measuring data in the data transmission channel to obtain a measurement thereof and formatting the request consistent with the measurement.,Figure 1 shows a reference model of the xDSL system Figure 2 is a flowchart of the method for saving power according to an embodimentof the present invention Figure 3 shows the line rate adjustment according to a first embodiment of the present invention Figure 4 shows the line rate adjustment according to a second embodiment of the present invention and Figure 5 shows the structure of an apparatus according to an embodiment of the present invention.,1.0,20130306.0,0.036394116425501055
649494.0,649494.0,43436_1,EP2595265A1,EP1914162,The power supply system according to any of the preceding claims wherein the control unit 33 is adapted to set the voltage setpoint to a starting voltage setpoint after the detection of the fault and to ramp the voltage setpoint up to the operating voltage setpoint thereafter.,The output current is subject to a fast acting overriding transient current limit such that the output voltage is reduced in order to prevent the instantaneous level of output current from exceeding the transient current limit.Load current is also subject to a steady state current limit such that the output voltage is reduced in order to prevent the steady state average level of output current from exceeding the steady state current limit.If the load resistance falls below that of the gradient of the steady statefoldback characteristic then foldback is applied.This means that the transient output current limit is reduced to a level that is output voltage dependant this dependency being such as to cause the regenerative reduction of output current and output voltage.The regenerative action converges upon a point where the output current and the output voltage have been reduced to approximately zero.In practice when a fault is applied at a time when the steady state output current is approaching the steady state current limit the output current will rapidly increase until the transient current limit action causes the output voltage to collapse.Foldback is then applied and the fault is said to be interrupted when the output current and the output voltage approach zero.The practical foldback characteristic is such that the minimum level of transient current limit is a small nonzero level for reasons that will now be explained.,1.0,20130522.0,0.5567094773634085
395027.0,395027.0,8246_1,EP2543963A1,EP2053357,The method of claim 1 wherein said data of said subset 23 25 stored in said database 3 is reused when said navigation task is reexecuted or when another navigation task which requires data from said subset 23 25 is executed until a more recent version of said digital map is identified in said identifying step.,The first road traffic information storing element 101 is stored with first road traffic information requiredmoving time traffic congestion or the like for an individual link which is based on probe information position of an individual probe car at an individual timing transmitted or uploaded from the navigation apparatus 200 to the navigation server 100.The navigation apparatus 200 is mounted in the vehicle 2 which serves as a probe car or a floating car.,1.0,20130109.0,0.10120465059903261
2406219.0,2406219.0,60125_0,EP2862500A1,EP1994875,An endoscope system as defined in any one of claims 1 to 7 wherein said narrow band light is narrow band violet light and narrow band green light.,Next operation of the electronic endoscope device 100 according to the present embodiment will be described in detail referring to Fig.2.,0.0,20150422.0,0.12223207934833613
4827459.0,4827459.0,173695_0,EP3130694A1,EP1983088,The method of claim 7 wherein temporarily pausing rotation of the drum 130 comprises applying a reverse braking torque to the drum 130 in a direction that is opposite the drum rotation direction so as to suddenly stop the rotation of the drum 130.,The preferred method according to the invention comprises a final rinse where water is no longer recirculated and sprayed on the clothes while clothes are tumbled in an increased amount of rinsing water compared to the previous rinsing step in which recirculation of rinsing water was carried out.If for instance there are three rinse cycles the recirculation of water will be carried out in the second rinse and optionally also in the first one but not in the last one where the amount of used rinsing water will be higher than that of the previous cycle.The rinse with recirculation can be done with a small water amount typically 5 litres for a load of 5 kg of laundry instead of a normal amount of about 10 litres.During rinsing the water is pressed through the laundry by acceleration of the drum until the laundry forms a ring on the drum surface.The recirculated water is sprayed onto the laundry ring to achieve good distribution of the water through the laundry.With the term sprayed we mean every possible way in which the water is fed onto the laundry ring independently on the way it is fed either by gravity or by a water nozzle under water pressure.,0.0,20170215.0,0.6836058565922039
